project_code,identity_key,prediction_month,state,sector,ministry,agency,project_age_months,progress_current,expenditure_current,original_cost_current,revised_cost_current,effective_target_months_from_cutoff,progress_change_1m,progress_change_3m,progress_velocity_3m,progress_acceleration_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_revision_count_to_date,last_cost_revision_pct,months_since_cost_revision,schedule_revision_count_to_date,months_since_schedule_revision,months_since_material_progress_change,expenditure_to_original_cost,expenditure_to_revised_cost,cost_revision_pct_current,months_observed,months_since_first_observation,revised_cost_missing,progress_missing,future_schedule_later_3m
616050,P:616050,2025-07,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],82.000000,98.000000,237.120000,235.900000,235.900000,8.000000,,,,,,,,0,,,0,,,1.005172,1.005172,0.000000,1,0,0,0,0
616050,P:616050,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],83.000000,98.000000,237.120000,235.900000,235.900000,7.000000,0.000000,,,,0.000000,,,0,,,0,,,1.005172,1.005172,0.000000,2,1,0,0,0
616050,P:616050,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],84.000000,98.000000,237.120000,235.900000,235.900000,6.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,1.005172,1.005172,0.000000,3,2,0,0,0
616050,P:616050,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],85.000000,98.000000,237.120000,235.900000,235.900000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,1.005172,1.005172,0.000000,4,3,0,0,0
616050,P:616050,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],86.000000,98.000000,131.810000,235.900000,235.900000,4.000000,0.000000,0.000000,0.000000,0.000000,-105.310000,-105.310000,-35.103333,0,,,0,,,0.558754,0.558754,0.000000,5,4,0,0,0
616050,P:616050,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],87.000000,98.000000,132.250000,235.900000,235.900000,3.000000,0.000000,0.000000,0.000000,0.000000,0.440000,-104.870000,-34.956667,0,,,0,,,0.560619,0.560619,0.000000,6,5,0,0,0
616050,P:616050,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],88.000000,98.000000,132.100000,235.900000,235.900000,2.000000,0.000000,0.000000,0.000000,0.000000,-0.150000,-105.020000,-35.006667,0,,,0,,,0.559983,0.559983,0.000000,7,6,0,0,0
616050,P:616050,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],89.000000,98.000000,132.210000,235.900000,235.900000,1.000000,0.000000,0.000000,0.000000,0.000000,0.110000,0.400000,0.133333,0,,,0,,,0.560449,0.560449,0.000000,8,7,0,0,0
616050,P:616050,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],90.000000,98.910000,127.210000,235.900000,235.900000,0.000000,0.910000,0.910000,0.303333,0.910000,-5.000000,-5.040000,-1.680000,0,,,0,,,0.539254,0.539254,0.000000,9,8,0,0,1
616050,P:616050,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],91.000000,98.970000,127.420000,235.900000,235.900000,-1.000000,0.060000,0.970000,0.323333,-0.850000,0.210000,-4.680000,-1.560000,0,,,0,,,0.540144,0.540144,0.000000,10,9,0,0,1
616223,P:616223,2025-07,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],80.000000,86.000000,308.840000,316.000000,316.000000,8.000000,,,,,,,,0,,,0,,,0.977342,0.977342,0.000000,1,0,0,0,0
616223,P:616223,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],81.000000,86.000000,308.840000,316.000000,316.000000,7.000000,0.000000,,,,0.000000,,,0,,,0,,,0.977342,0.977342,0.000000,2,1,0,0,0
616223,P:616223,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],82.000000,86.000000,308.840000,316.000000,316.000000,6.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.977342,0.977342,0.000000,3,2,0,0,0
616223,P:616223,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],83.000000,86.000000,308.840000,316.000000,316.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.977342,0.977342,0.000000,4,3,0,0,0
616223,P:616223,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],84.000000,86.000000,208.630000,316.000000,316.000000,4.000000,0.000000,0.000000,0.000000,0.000000,-100.210000,-100.210000,-33.403333,0,,,0,,,0.660222,0.660222,0.000000,5,4,0,0,0
616223,P:616223,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],85.000000,86.000000,208.730000,316.000000,316.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.100000,-100.110000,-33.370000,0,,,0,,,0.660538,0.660538,0.000000,6,5,0,0,0
616223,P:616223,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],86.000000,86.000000,208.690000,316.000000,316.000000,2.000000,0.000000,0.000000,0.000000,0.000000,-0.040000,-100.150000,-33.383333,0,,,0,,,0.660411,0.660411,0.000000,7,6,0,0,0
616223,P:616223,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],87.000000,86.000000,208.680000,316.000000,316.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.010000,0.050000,0.016667,0,,,0,,,0.660380,0.660380,0.000000,8,7,0,0,0
616223,P:616223,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],88.000000,86.490000,209.240000,316.000000,316.000000,0.000000,0.490000,0.490000,0.163333,0.490000,0.560000,0.510000,0.170000,0,,,0,,,0.662152,0.662152,0.000000,9,8,0,0,1
616223,P:616223,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],89.000000,86.490000,209.350000,316.000000,316.000000,-1.000000,0.000000,0.490000,0.163333,-0.490000,0.110000,0.660000,0.220000,0,,,0,,,0.662500,0.662500,0.000000,10,9,0,0,1
616225,P:616225,2025-08,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],20.000000,0.000000,0.000000,979.080000,979.080000,139.000000,0.000000,,,,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,2,1,0,0,0
616225,P:616225,2025-09,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],21.000000,0.000000,0.000000,979.080000,979.080000,138.000000,0.000000,,,0.000000,0.000000,,,0,,,0,,,0.000000,0.000000,0.000000,3,2,0,0,0
616225,P:616225,2025-10,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],22.000000,0.000000,0.000000,979.080000,979.080000,137.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,4,3,0,0,0
616225,P:616225,2025-11,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],23.000000,0.000000,0.000000,979.080000,979.080000,136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,5,4,0,0,0
616225,P:616225,2025-12,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],24.000000,0.000000,0.000000,979.080000,979.080000,135.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,6,5,0,0,0
616225,P:616225,2026-01,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],25.000000,0.000000,0.000000,979.080000,979.080000,134.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,7,6,0,0,0
616225,P:616225,2026-02,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],26.000000,0.000000,0.000000,979.080000,979.080000,133.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,8,7,0,0,0
616225,P:616225,2026-03,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],27.000000,0.050000,0.000000,979.080000,979.080000,132.000000,0.050000,0.050000,0.016667,0.050000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,9,8,0,0,0
616225,P:616225,2026-04,Jharkhand,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],28.000000,0.050000,0.000000,979.080000,979.080000,131.000000,0.000000,0.050000,0.016667,-0.050000,0.000000,0.000000,0.000000,0,,,0,,,0.000000,0.000000,0.000000,10,9,0,0,0
616226,P:616226,2025-08,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited (MCL,28.000000,4.000000,540.620000,3563.500000,3563.500000,91.000000,1.000000,,,,389.920000,,,0,,,0,,0.000000,0.151710,0.151710,0.000000,2,1,0,0,0
616226,P:616226,2025-09,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],29.000000,3.000000,568.540000,3563.500000,3563.500000,90.000000,-1.000000,,,-2.000000,27.920000,,,0,,,0,,0.000000,0.159545,0.159545,0.000000,3,2,0,0,0
616226,P:616226,2025-10,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],30.000000,3.000000,568.970000,3563.500000,3563.500000,89.000000,0.000000,0.000000,0.000000,1.000000,0.430000,418.270000,139.423333,0,,,0,,1.000000,0.159666,0.159666,0.000000,4,3,0,0,0
616226,P:616226,2025-11,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],31.000000,3.000000,592.570000,3563.500000,3563.500000,88.000000,0.000000,-1.000000,-0.333333,0.000000,23.600000,51.950000,17.316667,0,,,0,,2.000000,0.166289,0.166289,0.000000,5,4,0,0,0
616226,P:616226,2025-12,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],32.000000,3.000000,604.110000,3563.500000,3563.500000,87.000000,0.000000,0.000000,0.000000,0.000000,11.540000,35.570000,11.856667,0,,,0,,3.000000,0.169527,0.169527,0.000000,6,5,0,0,0
616226,P:616226,2026-01,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],33.000000,4.000000,608.800000,3563.500000,3563.500000,86.000000,1.000000,1.000000,0.333333,1.000000,4.690000,39.830000,13.276667,0,,,0,,0.000000,0.170843,0.170843,0.000000,7,6,0,0,0
616226,P:616226,2026-02,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],34.000000,4.000000,611.910000,3563.500000,3563.500000,85.000000,0.000000,1.000000,0.333333,-1.000000,3.110000,19.340000,6.446667,0,,,0,,1.000000,0.171716,0.171716,0.000000,8,7,0,0,0
616226,P:616226,2026-03,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],35.000000,4.990000,660.130000,3563.500000,3563.500000,84.000000,0.990000,1.990000,0.663333,0.990000,48.220000,56.020000,18.673333,0,,,0,,2.000000,0.185248,0.185248,0.000000,9,8,0,0,0
616226,P:616226,2026-04,Odisha,Coal,Ministry of Coal,Mahanadi Coalfields Limited [MCL],36.000000,6.180000,672.780000,3563.500000,3563.500000,83.000000,1.190000,2.180000,0.726667,0.200000,12.650000,63.980000,21.326667,0,,,0,,0.000000,0.188798,0.188798,0.000000,10,9,0,0,0
616227,P:616227,2025-11,"Jharkhand, West, Bengal",Railways,Ministry of Railways,CAO/C/SER,4.000000,0.000000,0.300000,1932.010000,1932.010000,46.000000,,0.000000,0.000000,,,0.270000,0.090000,0,,,0,,,0.000155,0.000155,0.000000,3,4,0,0,0
616227,P:616227,2025-12,"Jharkhand, West, Bengal",Railways,Ministry of Railways,CAO/C/SER,5.000000,0.000000,0.490000,1932.010000,1932.010000,45.000000,0.000000,,,,0.190000,,,0,,,0,,,0.000254,0.000254,0.000000,4,5,0,0,0
616227,P:616227,2026-01,"Jharkhand, West, Bengal",Railways,Ministry of Railways,CAO/C/SER,6.000000,0.000000,1.740000,1932.010000,1932.010000,44.000000,0.000000,,,0.000000,1.250000,,,0,,,0,,,0.000901,0.000901,0.000000,5,6,0,0,0
616227,P:616227,2026-02,"Jharkhand, West, Bengal",Railways,Ministry of Railways,CAO/C/SER,7.000000,0.000000,1.940000,1932.010000,1932.010000,43.000000,0.000000,0.000000,0.000000,0.000000,0.200000,1.640000,0.546667,0,,,0,,,0.001004,0.001004,0.000000,6,7,0,0,0
616227,P:616227,2026-03,"Jharkhand, West, Bengal",Railways,Ministry of Railways,CAO/C/SER,8.000000,0.000000,1.970000,1932.010000,1932.010000,42.000000,0.000000,0.000000,0.000000,0.000000,0.030000,1.480000,0.493333,0,,,0,,,0.001020,0.001020,0.000000,7,8,0,0,0
616227,P:616227,2026-04,"Jharkhand, West, Bengal",Railways,Ministry of Railways,CAO/C/SER,9.000000,0.000000,4.510000,1932.010000,1932.010000,41.000000,0.000000,0.000000,0.000000,0.000000,2.540000,2.770000,0.923333,0,,,0,,,0.002334,0.002334,0.000000,8,9,0,0,0
616229,P:616229,2025-08,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],11.000000,0.000000,1.180000,668.540000,668.540000,55.000000,0.000000,,,,0.650000,,,0,,,0,,,0.001765,0.001765,0.000000,2,1,0,0,0
616229,P:616229,2025-09,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],12.000000,0.000000,1.210000,668.540000,668.540000,42.000000,0.000000,,,0.000000,0.030000,,,0,,,1,0.000000,,0.001810,0.001810,0.000000,3,2,0,0,0
616229,P:616229,2025-10,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],13.000000,0.000000,1.180000,668.540000,668.540000,41.000000,0.000000,0.000000,0.000000,0.000000,-0.030000,0.650000,0.216667,0,,,1,1.000000,,0.001765,0.001765,0.000000,4,3,0,0,0
616229,P:616229,2025-11,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],14.000000,0.000000,1.190000,668.540000,668.540000,40.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.010000,0.003333,0,,,1,2.000000,,0.001780,0.001780,0.000000,5,4,0,0,0
616229,P:616229,2025-12,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],15.000000,0.000000,1.190000,668.540000,668.540000,39.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,-0.006667,0,,,1,3.000000,,0.001780,0.001780,0.000000,6,5,0,0,0
616229,P:616229,2026-01,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],16.000000,0.000000,1.170000,668.540000,668.540000,38.000000,0.000000,0.000000,0.000000,0.000000,-0.020000,-0.010000,-0.003333,0,,,1,4.000000,,0.001750,0.001750,0.000000,7,6,0,0,0
616229,P:616229,2026-02,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],17.000000,0.000000,1.330000,668.540000,668.540000,37.000000,0.000000,0.000000,0.000000,0.000000,0.160000,0.140000,0.046667,0,,,1,5.000000,,0.001989,0.001989,0.000000,8,7,0,0,0
616229,P:616229,2026-03,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],18.000000,2.520000,2.940000,668.540000,668.540000,36.000000,2.520000,2.520000,0.840000,2.520000,1.610000,1.750000,0.583333,0,,,1,6.000000,0.000000,0.004398,0.004398,0.000000,9,8,0,0,0
616229,P:616229,2026-04,Maharashtra,Coal,Ministry of Coal,Western Coalfields Limited [WCL],19.000000,2.520000,2.940000,668.540000,668.540000,35.000000,0.000000,2.520000,0.840000,-2.520000,0.000000,1.770000,0.590000,0,,,1,7.000000,1.000000,0.004398,0.004398,0.000000,10,9,0,0,0
616230,P:616230,2025-08,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],9.000000,0.000000,9.460000,1193.550000,1193.550000,139.000000,0.000000,,,,2.670000,,,0,,,0,,,0.007926,0.007926,0.000000,2,1,0,0,0
616230,P:616230,2025-09,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],10.000000,0.000000,9.520000,1193.550000,1193.550000,138.000000,0.000000,,,0.000000,0.060000,,,0,,,0,,,0.007976,0.007976,0.000000,3,2,0,0,0
616230,P:616230,2025-10,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],11.000000,0.000000,9.530000,1193.550000,1193.550000,137.000000,0.000000,0.000000,0.000000,0.000000,0.010000,2.740000,0.913333,0,,,0,,,0.007985,0.007985,0.000000,4,3,0,0,0
616230,P:616230,2025-11,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],12.000000,0.000000,9.530000,1193.550000,1193.550000,136.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070000,0.023333,0,,,0,,,0.007985,0.007985,0.000000,5,4,0,0,0
616230,P:616230,2025-12,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],13.000000,0.000000,10.900000,1193.550000,1193.550000,135.000000,0.000000,0.000000,0.000000,0.000000,1.370000,1.380000,0.460000,0,,,0,,,0.009132,0.009132,0.000000,6,5,0,0,0
616230,P:616230,2026-01,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],14.000000,0.000000,10.900000,1193.550000,1193.550000,134.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.370000,0.456667,0,,,0,,,0.009132,0.009132,0.000000,7,6,0,0,0
616230,P:616230,2026-02,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],15.000000,0.000000,11.200000,1193.550000,1193.550000,133.000000,0.000000,0.000000,0.000000,0.000000,0.300000,1.670000,0.556667,0,,,0,,,0.009384,0.009384,0.000000,8,7,0,0,0
616230,P:616230,2026-03,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],16.000000,0.220000,11.350000,1193.550000,1193.550000,132.000000,0.220000,0.220000,0.073333,0.220000,0.150000,0.450000,0.150000,0,,,0,,,0.009509,0.009509,0.000000,9,8,0,0,0
616230,P:616230,2026-04,West Bengal,Coal,Ministry of Coal,Eastern Coal Fields Limited [ECL],17.000000,0.220000,11.420000,1193.550000,1193.550000,131.000000,0.000000,0.220000,0.073333,-0.220000,0.070000,0.520000,0.173333,0,,,0,,,0.009568,0.009568,0.000000,10,9,0,0,0
616231,P:616231,2025-08,Odisha,Coal,Ministry of Coal,MCL - CIL,17.000000,14.000000,465.310000,5366.270000,5366.270000,91.000000,11.000000,,,,465.310000,,,0,,,0,,0.000000,0.086710,0.086710,0.000000,2,1,0,0,0
616231,P:616231,2025-09,Odisha,Coal,Ministry of Coal,MCL - CIL,18.000000,14.000000,466.030000,5366.270000,5366.270000,90.000000,0.000000,,,-11.000000,0.720000,,,0,,,0,,1.000000,0.086844,0.086844,0.000000,3,2,0,0,0
616231,P:616231,2025-10,Odisha,Coal,Ministry of Coal,MCL - CIL,19.000000,14.000000,466.280000,5366.270000,5366.270000,89.000000,0.000000,11.000000,3.666667,0.000000,0.250000,466.280000,155.426667,0,,,0,,2.000000,0.086891,0.086891,0.000000,4,3,0,0,0
616231,P:616231,2025-11,Odisha,Coal,Ministry of Coal,MCL - CIL,20.000000,29.000000,468.150000,5366.270000,5366.270000,88.000000,15.000000,15.000000,5.000000,15.000000,1.870000,2.840000,0.946667,0,,,0,,0.000000,0.087239,0.087239,0.000000,5,4,0,0,0
616231,P:616231,2025-12,Odisha,Coal,Ministry of Coal,MCL - CIL,21.000000,29.000000,472.430000,5366.270000,5366.270000,87.000000,0.000000,15.000000,5.000000,-15.000000,4.280000,6.400000,2.133333,0,,,0,,1.000000,0.088037,0.088037,0.000000,6,5,0,0,0
616231,P:616231,2026-01,Odisha,Coal,Ministry of Coal,MCL - CIL,22.000000,30.000000,472.930000,5366.270000,5366.270000,86.000000,1.000000,16.000000,5.333333,1.000000,0.500000,6.650000,2.216667,0,,,0,,0.000000,0.088130,0.088130,0.000000,7,6,0,0,0
616231,P:616231,2026-02,Odisha,Coal,Ministry of Coal,MCL - CIL,23.000000,30.000000,472.920000,5366.270000,5366.270000,85.000000,0.000000,1.000000,0.333333,-1.000000,-0.010000,4.770000,1.590000,0,,,0,,1.000000,0.088128,0.088128,0.000000,8,7,0,0,0
616231,P:616231,2026-03,Odisha,Coal,Ministry of Coal,MCL - CIL,24.000000,31.610000,473.420000,5366.270000,5366.270000,84.000000,1.610000,2.610000,0.870000,1.610000,0.500000,0.990000,0.330000,0,,,0,,0.000000,0.088221,0.088221,0.000000,9,8,0,0,0
616231,P:616231,2026-04,Odisha,Coal,Ministry of Coal,MCL - CIL,25.000000,32.470000,477.390000,5366.270000,5366.270000,83.000000,0.860000,2.470000,0.823333,-0.750000,3.970000,4.460000,1.486667,0,,,0,,1.000000,0.088961,0.088961,0.000000,10,9,0,0,0
616232,P:616232,2025-08,Odisha,Coal,Ministry of Coal,MCL - CIL,33.000000,23.000000,269.610000,1561.850000,1561.850000,43.000000,0.000000,,,,219.460000,,,0,,,0,,,0.172622,0.172622,0.000000,2,1,0,0,0
616232,P:616232,2025-09,Odisha,Coal,Ministry of Coal,MCL - CIL,34.000000,24.000000,271.740000,1561.850000,1561.850000,42.000000,1.000000,,,1.000000,2.130000,,,0,,,0,,0.000000,0.173986,0.173986,0.000000,3,2,0,0,0
616232,P:616232,2025-10,Odisha,Coal,Ministry of Coal,MCL - CIL,35.000000,24.000000,273.030000,1561.850000,1561.850000,41.000000,0.000000,1.000000,0.333333,-1.000000,1.290000,222.880000,74.293333,0,,,0,,1.000000,0.174812,0.174812,0.000000,4,3,0,0,0
616232,P:616232,2025-11,Odisha,Coal,Ministry of Coal,MCL - CIL,36.000000,24.000000,272.990000,1561.850000,1561.850000,40.000000,0.000000,1.000000,0.333333,0.000000,-0.040000,3.380000,1.126667,0,,,0,,2.000000,0.174786,0.174786,0.000000,5,4,0,0,0
616232,P:616232,2025-12,Odisha,Coal,Ministry of Coal,MCL - CIL,37.000000,24.000000,274.970000,1561.850000,1561.850000,39.000000,0.000000,0.000000,0.000000,0.000000,1.980000,3.230000,1.076667,0,,,0,,3.000000,0.176054,0.176054,0.000000,6,5,0,0,0
616232,P:616232,2026-01,Odisha,Coal,Ministry of Coal,MCL - CIL,38.000000,26.000000,275.560000,1561.850000,1561.850000,38.000000,2.000000,2.000000,0.666667,2.000000,0.590000,2.530000,0.843333,0,,,0,,0.000000,0.176432,0.176432,0.000000,7,6,0,0,0
616232,P:616232,2026-02,Odisha,Coal,Ministry of Coal,MCL - CIL,39.000000,27.000000,275.750000,1561.850000,1561.850000,37.000000,1.000000,3.000000,1.000000,-1.000000,0.190000,2.760000,0.920000,0,,,0,,0.000000,0.176553,0.176553,0.000000,8,7,0,0,0
616232,P:616232,2026-03,Odisha,Coal,Ministry of Coal,MCL - CIL,40.000000,28.900000,278.910000,1561.850000,1561.850000,36.000000,1.900000,4.900000,1.633333,0.900000,3.160000,3.940000,1.313333,0,,,0,,0.000000,0.178577,0.178577,0.000000,9,8,0,0,0
616232,P:616232,2026-04,Odisha,Coal,Ministry of Coal,MCL - CIL,41.000000,29.190000,279.320000,1561.850000,1561.850000,35.000000,0.290000,3.190000,1.063333,-1.610000,0.410000,3.760000,1.253333,0,,,0,,1.000000,0.178839,0.178839,0.000000,10,9,0,0,0
616233,P:616233,2025-08,Odisha,Coal,Ministry of Coal,MCL - CIL,28.000000,11.000000,211.370000,978.440000,978.440000,55.000000,3.000000,,,,0.010000,,,0,,,0,,0.000000,0.216028,0.216028,0.000000,2,1,0,0,0
616233,P:616233,2025-09,Odisha,Coal,Ministry of Coal,MCL - CIL,29.000000,11.000000,211.370000,978.440000,978.440000,54.000000,0.000000,,,-3.000000,0.000000,,,0,,,0,,1.000000,0.216028,0.216028,0.000000,3,2,0,0,0
616233,P:616233,2025-10,Odisha,Coal,Ministry of Coal,MCL - CIL,30.000000,11.000000,212.940000,978.440000,978.440000,53.000000,0.000000,3.000000,1.000000,0.000000,1.570000,1.580000,0.526667,0,,,0,,2.000000,0.217632,0.217632,0.000000,4,3,0,0,0
